id,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
1155141,JARDÌN DE NIÌÔOS LUIS DE LA BRENA,"KINDER LUIS DE LA BRENA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,LA FLORIDA,BOULEVARD,MIGUEL HIDALGO,CALLE,JUAN DE LA BARRERA,CALLE,FERNANDO MONTES DE OCA,123,,,,,,COLONIA,LA FLORIDA,,,,37190,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,232,11,4773657314,JNLUISDELABRENA@HOTMAIL.COM,,Fijo,21.14368183,-101.6747175,dic-14
1275660,JARDÌN DE NIÌÔOS LUIS I. RODRÌGUEZ,"KINDER AMOR AL SABER, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,CANADÌ,CALLE,ZACATECAS,CALLE,SONORA,CALLE,JALISCO,405,,,,,,COLONIA,CHAPALITA,,,,37340,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,482,40,4773714973,GRACIELAROPAL@HOTMAIL.COM,,Fijo,21.12868266,-101.6961362,jul-10
1260273,JARDÌN DE NIÌÔOS MARIANO ARISTA,"INSTITUTO ARISTAS DE LEÌÒN, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,AVENIDA,DE LAS HORTENSIAS,CALLE,DE LAS ORQUÌDEAS,BOULEVARD,GONZÌLEZ BOCANEGRA,CALLE,DE LOS NARDOS,203,,,,,,COLONIA,JARDINES DE JEREZ 1 SECCIÌÒN,,,,37530,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,2614,2,4777113799,ARISTALEON2013@HOTMAIL.COM,,Fijo,21.10117572,-101.6397182,jul-10
1138544,JARDÌN DE NIÌÔOS MI LIBRO MÌGICO AC,JARDÌN DE NIÌÔOS MI LIBRO MÌGICO AC,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,JUAN VILLERIAS,CALLE,TANCÌTARO,CALLE,ZINAPÌäCUARO,CALLE,FUERTE DE LOS REMEDIOS,105,,,,,,COLONIA,VILLA INSURGENTES,,,,37220,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,143,20,4777179368,MILIBROMAGICO@HOTMAIL.COM,,Fijo,21.14833863,-101.6705651,jul-10
1275864,JARDÌN DE NIÌÔOS NARCISO MENDOZA,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,ANDA,CALLE,MARIANO MATAMOROS,CALLE,NICOLÌS BRAVO,CALLE,HÌäROES,413,,,,,,COLONIA,OBRERA,,,,37340,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,618,27,4777139545,PAIDOSSAC_07@HOTMAIL.COM,,Fijo,21.12522416,-101.6885267,jul-10
1268535,JARDÌN DE NIÌÔOS PARTICULAR AURORA,"GRUPO EDUCTATIVO LEONES ALBA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,27 DE SEPTIEMBRE,CALLE,CUAUHTÌäMOC,CALLE,IGNACIO LÌÒPEZ RAYÌÒN,CALLE,BOLÌVAR,503,,,,,,COLONIA,OBREGÌÒN,,,,37320,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,406,18,4777165718,BET_LABON@HOTMAIL.COM,,Fijo,21.129991,-101.6833712,mar-11
1159764,JARDÌN DE NIÌÔOS ROSAURA ZAPATA,"PROYECTO INTEGRAL PRO EDUCACIÌÒN INFANTIL, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,BOULEVARD,PASEO DE JEREZ NORTE,CALLE,PUNTO VERDE,CALLE,NADADORES,CALLE,TENISTAS,407,,,,,,COLONIA,PUNTO VERDE,,,,37298,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,849,20,4777711314,ROSARURAZAPATAPV@YAHOO.COM.MX,,Fijo,21.10886779,-101.6367083,dic-14
1275590,JARDÌN DE NIÌÔOS SIN NOMBRE,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,BOLIVIA,CALLE,SAN JUAN DE LOS LAGOS,CALLE,MICHOACÌN,CALLE,SANTO DOMINGO,630,,,,,,COLONIA,OBRERA,,,,37340,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,482,24,4777622516,FREINET_PREES@HOTMAIL.COM,,Fijo,21.13012261,-101.6940078,jul-10
1129769,JARDÌN DE NIÌÔOS TOLITAS,"EDUCATIVO TOLITAS, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,PEDREGAL,CALLE,NINGUNO,AVENIDA,GUANAJUATO,CALLE,LAVA,209,,,,,,COLONIA,JARDINES DEL MORAL,,,,37160,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,177,17,4777170076,NGTOLITA_S@HOTMAIL.COM,,Fijo,21.14636834,-101.6937578,jul-10
1129763,JARDÌN DE NIÌÔOS VILLA MATERNA,"VILLA MATERNA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,ROCA,CALLE,PASEO DE LOS INSURGENTES,AVENIDA,GUANAJUATO,CALLE,CAÌÔADA,105,,,,,A,COLONIA,JARDINES DEL MORAL,,,,37160,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,177,31,4777736411,CHIO0423@HOTMAIL.COM,,Fijo,21.14573624,-101.697599,jul-10
1159559,JARDÌN DE NIÌÔOS VISIÌÒN EDUCATIVA INTEGRAL,VISIÌÒN EDUCATIVA INTEGRAL,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,MIXTECAS,BOULEVARD,CHICHIMECAS,BOULEVARD,GENERAL FRANCISCO VILLA,CALLE,TOLTECAS,104,,,,,,COLONIA,BUGAMBILIAS,,,,37270,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,656,14,4777119656,VISIONEDUCATIVA-PEKES@HOTMAIL.COM,,Fijo,21.11634128,-101.6519581,dic-14
1260408,JARDÌN DE NIÌÔOS Y PRIMARIA VILLA DE LOS ÌNGELES,"JARDÌN DE NIÌÔOS Y PRIMARIA VILLAS DE LOS ÌNGELES CELESTINE CREINET, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,VILLA DE LOS ÌNGELES,CALLE,VILLA VICTORIA,CALLE,VILLA ANTIGUA,CALLE,VILLA DE ARRIAGA,311,,,,,,COLONIA,VILLAS DE SANTA JULIA,,,,,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,4678,5,4777616565,VILLADELOSANGELES05@HOTMAIL.COM,,Fijo,21.08037131,-101.6435523,jul-10
1177010,JARDÌN ENCANTADO,"NIÌÔEZ A LA VANGUARDIA, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,51 a 100 personas,CALLE,RÌO TECOLUTLA,PRIVADA,SOTO LA MARINA,CALLE,RÌO ALMERÌA,CALLE,RIO GUANAJUATO,0,SN,,,,,COLONIA,FRACCIONAMIENTO SAN MIGUEL,,,,37560,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,1870,2,4777128347,JELEON@GINCUL.COM,,Fijo,21.09978005,-101.6765363,dic-14
1135970,"KINDER GARDEN GONZAGA, A.C.",,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,PROLONGACIÌÒN,ADOLFO LÌÒPEZ MATEOS,PRIVADA,DEL ROSARIO,AVENIDA,CALZADA DE LOS CÌRCAMOS,CALLE,HACIENDA SAN GERARDO,0,SN,,,,,COLONIA,EL ROSARIO,,,,37125,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,221A,4,4777795582,MARCELABERENICE71@HOTMAIL.COM,,Fijo,21.16460085,-101.684343,jul-10
1184619,KINDER GARDEN MYSKULL,"MY SKULL, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,AGUA AZUL,CALLE,DIQUE,CALLE,FARALLÌÒN,CALLE,AGUA AZUL,601,,,,,,COLONIA,JARDINES DEL MORAL,,,,37160,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,228,22,4777175092,MYSKULL.CORP@GMAIL.COM,,Fijo,21.14446786,-101.6891815,dic-14
1143938,KINDER PASOS CHIQUITOS,"PASOS CHIQUITOS, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,PRIVADA,SAN FERNANDO,CALLE,SAN CRISTÌÒBAL,CALLE,LA TOTA CARBAJAL,PRIVADA,SAN CRISTOBAL,5,,,,,,COLONIA,LA MARTINICA,,,,37500,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,779,6,4777633023,PASOSCHIQUITOS@PRODIGY.NET.MX,WWW.PASOSCHIQUITOS.MX,Fijo,21.11413755,-101.6649499,jul-10
1176896,KINDER YNCA,"ASOCIACIÌÒN CRISTIANA DE JOVENES DE LA CIUDAD DE LEÌÒN YNCA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,RÌO NAZAS,CALLE,RÌO NAZAS,CALLE,CENTENARIO,CALLE,RÌO CONCHOS,624,,624,,,,COLONIA,LAS MARGARITAS,ESCUELA,,624,37468,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,1067,22,4777704836,COORDINACION-CYEAC@YMCALEON.ORG.MX,WWW.YMCALEON.ORG.MX,Fijo,21.09996646,-101.6825874,dic-14
1139885,"LA CASA DE CARLITOS, A.C.",,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,BEETHOVEN,BOULEVARD,MARIANO ESCOBEDO,CALLE,CAVALIERI,CALLE,ÌNGELA PERALTA,222,,,,,,COLONIA,LEÌÒN MODERNO,,,,37480,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,815,22,14777130351,GVG_VG@HOTMAIL.COM,,Fijo,21.10919638,-101.6655482,jun-12
1143964,"LA CASA DEL NIÌÔO MARÌA MONTESSORI, A.C.","LA CASA DEL NIÌÔO MARÌA MONTESSORI, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,SAN ENRIQUE,CALLE,SAN SEBASTIÌN,,NINGUNO,PRIVADA,SAN JULIO,308,,,,,,COLONIA,LA MARTINICA,,,,37500,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,779,45,4777633315,LA_CASA_DEL_NINO@HOTMAIL.COM,,Fijo,21.11161339,-101.6621513,jul-10
1182884,LITTLE STEPS,,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,VENECIA,CALLE,AVENIDA ROMA,BOULEVARD,MARIANO ESCOBEDO,CALLE,TEPEYAC,409,,,,,,COLONIA,ANDRADE,,,,37370,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,764,17,4777134658,EI.LITTLESTEPS.LEON@GMAIL.COM,,Fijo,21.11178291,-101.6710415,dic-14
1167646,MANITAS TRABAJADORAS NUEVO MILENIO,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CIRCUITO,VILLA DE LA COFRADÌA,CIRCUITO,VILLAS DE SAN ISIDRO,CIRCUITO,VILLAS DE SAN ISIDRO,CIRCUITO,VILLAS DE SAN ISIDRO,116,,,,,,COLONIA,SAN ISIDRO,,,,37510,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,1315,77,4777714736,MANITASTRABAJADORASMN@HOTMAIL.COM,WWW.COLEGIONUEVOMILENIO.COM,Fijo,21.10529221,-101.6467255,dic-14
1129611,MOMOCH PREESCOLAR,"COLEGIO MOMOCH, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,PRESA,AVENIDA,PASEO DEL MORAL,AVENIDA,CIRCUNVALACIÌÒN ORIENTE,CALLE,PRESA,106,,,,,,COLONIA,VALLE DEL MORAL,,,,37178,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,011A,42,4777791443,TEREMENDOZA@MOMOCH.EDU.MX,,Fijo,21.15149543,-101.6890653,jul-10
1138559,MONTESORI TORRECHIARA,"MONTESSORI TORRECHIARA, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,AVENIDA RAFAEL IRIARTE,CALLE,LUNA,CALLE,JÌ_PITER,CALLE,FRAY LUIS DE HERRERA,401,,,,,,COLONIA,VILLA INSURGENTES,,,,37220,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,143,2,4777172106,MONTESSORI_TORRRECHIARA@HOTMAIL.COM,,Fijo,21.1471724,-101.66795,jul-10
1144166,PREESCOLAR EL PEQUEÌÔO JARDÌN DE LOS CEREZOS,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,TOTONACAS ORIENTE,BOULEVARD,GENERAL FRANCISCO VILLA,BOULEVARD,CHICHIMECAS,CALLE,YAQUIS ORIENTE,115,,,,,,COLONIA,BUGAMBILIAS,,,,37270,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,656,10,4777114618,LUCYBARRAGANO@HOTMAIL.COM,,Fijo,21.11735915,-101.6512442,jul-10
1162729,PREESCOLAR FEDERICO FROEBEL,"ASOCIACIÌÒN INFANTIL DEL BAJÌO, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,5 DE MAYO,CALLE,LERDO DE TEJADA,CALLE,CUAUHTÌäMOC,CALLE,AVENIDA HIDALGO,525,A,,,,,COLONIA,OBREGÌÒN,,,,37320,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,497,9,4772928832,ASOSIACIONINFANTILDELBAJIO@AXTEL.NET,,Fijo,21.12788434,-101.6792757,dic-14
1178318,PREESCOLAR FERNÌNDEZ DE LIZARDI,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,CUMBRE HUASCARÌN,CIRCUITO,CUMBRE KILIMANJARO,CIRCUITO,CUMBRE URKO NORTE,CIRCUITO,CUMBRE URKO SUR,118,,,,,,COLONIA,CUMBRES DE LA GLORIA,,,,37433,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,5799,19,4775645352,FERNANDEZ_LIZARDI@HOTMAIL.COM,,Fijo,21.09222369,-101.7659148,dic-14
1150852,PREESCOLAR ISAAC NEWTON,INSTITUTO GERARDO ALEJANDRO BARRERA RODRÌGUEZ,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,JOSÌä MARÌA CRUZ,CALLE,CHAROLEROS DE AURORA,CALLE,JOSÌä MARÌA CRUZ,BOULEVARD,HERMENEGILDO BUSTOS,0,SN,,,,,COLONIA,CIUDAD AURORA,,,,37110,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,1461,14,4777752942,PREESCOLAR.ISAACNEWTON@GMAIL.COM,,Fijo,21.17221635,-101.6688405,dic-14
1262968,"PREESCOLAR MARGARITA MACMILLAN, A.C.","PREESCOLAR MARGARITA MACMILLAN, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,JUAN DE PEREDO,AVENIDA,GUANAJUATO,CALLE,FRANCISCO DE BRIONES,CALLE,JOSÌä MARÌA RUIZ,310,,,,,,COLONIA,LAS TROJES,,,,37227,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,2436,17,4771956713,ROSY77_:14@HOTMAIL.COM,,Fijo,21.14030662,-101.6616327,jul-10
1129478,PREESCOLAR VIVALDI MATERNAL,"INSTITUTO DE EDUCACIÌÒN PROGRESIVA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,PANORAMA,CALLE,VALLE DEL MEZQUITAL,CALLE,VALLE DE LOS OLIVOS,CALLE,VALLE DE SEÌÔORA,1302,,,,,,COLONIA,VALLE DEL CAMPESTRE,,,,37150,11,GUANAJUATO,20,LeÌ_n,1,LeÌ_n de los Aldama,1230,6,4777172656,JARDINANTONIOVIVALDI@HOTMAIL.COM,,Fijo,21.15370848,-101.6926224,jul-10
1671847,APRENDIENDO A CRECER,"INSTITUTO DE FORMACIÌÒN Y ESTIMULACIÌÒN AVANZADA, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,AVENIDA,LOS ARCOS,CALLE,HÌäRCULES,CALLE,EL DÌA,AVENIDA,PASEO DE LA ARBOLEDA,808,,,,,,COLONIA,JARDINES DEL BOSQUE,,,,44520,14,JALISCO,39,Guadalajara,1,Guadalajara,5309,5,3315895778,APRENDIENDOACRECER@LIVE.COM.MX,,Fijo,20.66428337,-103.3843745,dic-14
1858412,"BRING MIND WORLD, A.C.",,611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,CENTELLA,CALLE,SATÌäLITE,CALLE,PARQUE DE LAS ESTRELLAS,CALLE,NUBE,1055,,,,,,COLONIA,JARDINES DEL BOSQUE,,,,45010,14,JALISCO,39,Guadalajara,1,Guadalajara,3317,25,3331227628,BRINGMINDWORLD@HOTMAIL.COM,WWW.EDUKARTE.COM,Fijo,20.65937837,-103.3881937,jul-10
1887955,CENTRO DE DESARROLLO GARABATOS,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,PASEO DE LOS FILÌÒSOFOS,AVENIDA,DE LOS CIENTÌFICOS,CALLE,RUFINO TAMAYO,CALLE,FRAY JUNÌPERO SERRA,1584,,,,,,COLONIA,COLINAS DE LA NORMAL,,,,44270,14,JALISCO,39,Guadalajara,1,Guadalajara,037A,3,3338539790,GARABATOS12@PRODIGY.NET.MX,,Fijo,20.69960282,-103.3422869,jul-10
1663564,CENTRO DE DESARROLLO INFANTIL CREARE,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,JOSÌä JUAN TABLADA,,JUAN TABLADA,AVENIDA,DE LOS CIENTÌFICOS,CALLE,RAMÌÒN CASTAÌÔEDA,1860,,,,,,COLONIA,JARDINES ALCALDE,,,,44290,14,JALISCO,39,Guadalajara,1,Guadalajara,365,2,3338233851,MILI.CREARE@GMAIL.COM,WWW.CREARE.MX,Fijo,20.70169331,-103.3455909,dic-14
1864340,CENTRO DE DESARROLLO INFANTIL EL NIÌÔO Y SU MUNDO,"KINDER GUARDERIA EL NIÌÔO Y SU MUNDO, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CIRCUNVALACIÌÒN,AGUSTÌN YÌÌÔEZ,CALLE,FRANCISCO JAVIER GAMBOA,CALLE,CALDERÌÒN DE LA BARCA,CALLE,MEXICALTZINGO,2412,,,,,,COLONIA,MINERVA,,,,44150,14,JALISCO,39,Guadalajara,1,Guadalajara,1787,5,3336157948,KINDERYGUARDERIA_NYM@HOTMAIL.COM,,Fijo,20.66750328,-103.3775944,jul-10
1698075,CENTRO DE DESARROLLO INFANTIL ENRIQUE PESTALOZZI CHANYå«S,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,ECÌÒNOMOS,CALLE,INGENIEROS,CALLE,TOREROS,CALLE,ADMINISTRADORES,5165,,,,,,COLONIA,ARCOS DE GUADALUPE,,,,45030,14,JALISCO,120,Zapopan,1,Zapopan,301A,32,3336286427,CHANYS_PESTALOZZI@HOTMAIL.COM,,Fijo,20.66544538,-103.427373,dic-14
1677523,CENTRO DE DESARROLLO INFANTIL IMAGINACION,"CENTRO DE DESARROLLO INFANTIL IMAGINACION, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,SIERRA NEVADA,CALLE,PUERTO ENSENADA,CALLE,PUERTO ALTATA,CALLE,PUERTO AGIABAMPO,1876,,,,,,COLONIA,MONUMENTAL,,,,44320,14,JALISCO,39,Guadalajara,1,Guadalajara,3834,12,3336379236,GUARDERIAVCU1087@HOTMAIL.COM,,Fijo,20.70111939,-103.3267266,dic-14
1955761,CENTRO DE DESARROLLO INFANTIL PABLO MONTESINOS,,611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,HACIENDA DE LAS CRUCES,CALLE,HACIENDA OJO ZARCO,CALLE,HACIENDA LA QUEMADA,CALLE,HACIENDA DE TALA,2310,,,,,,COLONIA,OBLATOS,,,,44700,14,JALISCO,39,Guadalajara,1,Guadalajara,825,18,3336381028,LGN-LGN-MONTESINOS@HOTMAIL.COM,,Fijo,20.69426008,-103.2970385,jul-10
1673760,CENTRO DE EDUCACIÌÕN FEDERICO FROEBEL,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,AVENIDA,ROSARIO CASTELLANOS,CALLE,ISLA COZUMEL,CALLE,ISLA DE LA ASCENCIÌÒN,CALLE,ISLA DE LA PALMA,2024,,2024,,,,COLONIA,JARDINES DEL SUR,,,,44950,14,JALISCO,39,Guadalajara,1,Guadalajara,2709,2,3331440745,KINDERFEDERICOFROEBEL@GMAIL.COM,,Fijo,20.63682988,-103.3813606,dic-14
1958076,"CENTRO DE EDUCACIÌÒN PREESCOLAR MINI MINEY MOE, S.C.","CENTRO DE EDUCACIÌÒN PREESCOLAR MINI MINEY MOE, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,AURELIO L. GALLARDO,AVENIDA,ADOLFO LÌÒPEZ MATEOS NORTE,CALLE,JOSÌä MARÌA VIGIL,CALLE,MONTREAL,772,,,,,,COLONIA,LADRON DE GUEVARA,,,,44650,14,JALISCO,39,Guadalajara,1,Guadalajara,613,12,3336302481,MINI-MINEY-MOE@HOTMAIL.COM,WWW.MINI-MINEY-MOE.COM,Fijo,20.69111995,-103.3760063,jul-10
1957948,"CENTRO DE ESTUDIO INFANTIL, A.C.","CENTRO DE ESTUDIO INFANTIL, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,COLOMOS,CALLE,RUBÌäN DARÌO,CALLE,ONTARIO,CALLE,BUENOS AIRES,2726,,,,,,COLONIA,PROVIDENCIA,,,,46630,14,JALISCO,39,Guadalajara,1,Guadalajara,596,25,13336413432,ADMINISTRATIVO@HONEYCOMB.MX,WWW.HONEYCOMB.ORG.MX,Fijo,20.69610165,-103.382778,jul-10
1670774,CENTRO DE TERAPIA DE EDUCACIÌÒN ESPECIAL,"CENTRO DE ATENCIÌÒN Y DIAGNÌÒSTICO PARA TEA, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,JUAN RUÌZ DE ALARCÌÒN,CALLE,EFRAÌN GONZÌLEZ LUNA,CALLE,JOSÌä GUADALUPE MONTENEGRO,CALLE,MIGUEL DE CERVANTES SAAVEDRA,321,,,,,,COLONIA,CENTRO,"HOSPITAL, CENTRO MÌäDICO O CLÌNICA",CENTRO DE TERAPIA EDUCATIVA,321,44150,14,JALISCO,39,Guadalajara,1,Guadalajara,1787,8,3336303923,INFO@INTERACTAC.COM,WWW.INTERACTAC.COM,Fijo,20.66917384,-103.3760928,dic-14
1955311,CENTRO DESARROLLO INFANTIL NÌ_MERO 1 DIF GUADALAJARA,DIF GUADALAJARA,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,FELIPE ÌNGELES,CALLE,SAN ESTEBAN,CALLE,SANTO TOMÌS,CALLE,ABRAHAM GONZÌLEZ,818,,,,,,COLONIA,SAN ISIDRO,,,,44710,14,JALISCO,39,Guadalajara,1,Guadalajara,863,47,3335623510,CDI001@HOTMAIL.COM,,Fijo,20.68091562,-103.2996085,jul-10
1872998,CENTRO EDUCATIVO ABC,,611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,ISLA SUMATRA,AVENIDA,LAPISLÌZULI,CALLE,AGUAMARINA,AVENIDA,FARO,29980,,,,,,COLONIA,BOSQUES DE LA VICTORIA,,,,44540,14,JALISCO,39,Guadalajara,1,Guadalajara,3961,29,3336230279,CENTROEDUABC@HOTMAIL.COM,,Fijo,20.64158709,-103.3899803,jul-10
1665078,CENTRO EDUCATIVO ARILOU,"CENTRO EDUCATIVO ARILOU, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,CALLE,TURÌN,CALLE,PABLO CASALS,CALLE,PATAGONIA,AVENIDA,MONTEVIDEO,3166,,,,,,COLONIA,PROVIDENCIA,,,,44630,14,JALISCO,39,Guadalajara,1,Guadalajara,4457,22,3336423175,KINDERARILOU@HOTMAIL.COM,,Fijo,20.69472374,-103.3908913,dic-14
1695303,CENTRO EDUCATIVO HAMURABI,"JUNIOR GARDEN, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,11 a 30 personas,AVENIDA,DEL PINAR,CALLE,SIERRA DE MAZAMITLA,CALLE,CANCÌ_N,CALLE,TEOTIHUACAN,3241,,,,,,COLONIA,PINAR DE LA CALMA,,,,45080,14,JALISCO,120,Zapopan,1,Zapopan,2721,19,3336311569,JUNIORGARDENAC@HOTMAIL.COM,WWW.JUNIORGARDENAC.COM.MX,Fijo,20.6211441,-103.4180267,dic-14
1698975,CENTRO EDUCATIVO INFANTIL HARAMARA,"CENTRO EDUCATIVO INFANTIL ARAMARA, S.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,31 a 50 personas,CALZADA,DE LOS CIPRESES,CALZADA,DE LOS ÌLAMOS,CALZADA,LAS PALMAS,CALZADA,DE LOS PARAÌSOS,7283,,,,,,COLONIA,CIUDAD GRANJA,,,,45010,14,JALISCO,120,Zapopan,1,Zapopan,1206,4,3336273650,INFORMES@ARAMARA.COM.MX,ARAMARA.COM.MX,Fijo,20.68291131,-103.4501752,dic-14
1691559,CENTRO EDUCATIVO LOS PINOS,"CENTRO EUCATIVO LOS PINOS, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,6 a 10 personas,CALLE,NINGUNO,CALLE,LORENZO BARCELATA,CALLE,LORENZO BARCELATA,AVENIDA,AZALEAS,5000,,,,5,,COLONIA,CAMPESTRE LOS PINOS,,,,45239,14,JALISCO,120,Zapopan,1,Zapopan,2473,6,3336841638,PINOSKINDER@HOTMAIL.COM,WWW.CENTROEDUCATIVOLOSPINOS.NET,Fijo,20.60946822,-103.4453541,dic-14
1916713,CENTRO EDUCATIVO MURABI,"PREESCOLAR JUNIOR GARDEN, A.C.",611111,Escuelas de educaciÌ_n preescolar del sector privado,0 a 5 personas,CALLE,CANCÌ_N,CALLE,TEOTIHUACÌN,AVENIDA,DEL PINAR,CALLE,PETÌäN,5904,,,,,,COLONIA,PINAR DE LA CALMA,,,,45080,14,JALISCO,120,Zapopan,1,Zapopan,2717,21,3333436045,JUNIORGARDENH@HOTMAIL.COM,WWW.JUNIORGARDENAC.COM,Fijo,20.62144676,-103.418315,jul-10
